level_0,index,parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,person_1,person_2,label,sentiment,weight,node_vector_1,node_vector_2,same_party,same_sector,same_region,weight_edge,community_1,community_2,same_comunity,y_binaria,normalized_agreement
304,8698,"Delgado, Viviana","Jiles, Pamela",1.702239789196311,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-PL,PH,Viviana Delgado Riquelme,Pamela Jiles Moreno,centro_izquierda,izquierda,viviana delgado,pamela jiles,negative,,0.5,"(-0.5529818534851074, 0.1762314885854721, 0.06570392847061157, -0.029881691560149193, 0.35368841886520386, -0.3247251510620117, 0.4539754390716553, -0.18288759887218475, -0.2759101390838623, -0.49618151783943176, 0.21834242343902588, 0.46858084201812744)","(-0.15231190621852875, -0.5399658679962158, -0.03481057658791542, -0.14603491127490997, -0.04320862144231796, -0.748013436794281, 0.32586708664894104, -0.004099603742361069, -0.25829118490219116, -0.5084735155105591, 0.3196500241756439, -0.0023144325241446495)",0,0,1,-1.0,5.0,5.0,1,0,0.6245019920318727
305,8699,"Delgado, Viviana","Jiles, Pamela",1.702239789196311,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-PL,PH,Viviana Delgado Riquelme,Pamela Jiles Moreno,centro_izquierda,izquierda,viviana delgado,pamela jiles,neutral,,2.0,"(-0.5529818534851074, 0.1762314885854721, 0.06570392847061157, -0.029881691560149193, 0.35368841886520386, -0.3247251510620117, 0.4539754390716553, -0.18288759887218475, -0.2759101390838623, -0.49618151783943176, 0.21834242343902588, 0.46858084201812744)","(-0.15231190621852875, -0.5399658679962158, -0.03481057658791542, -0.14603491127490997, -0.04320862144231796, -0.748013436794281, 0.32586708664894104, -0.004099603742361069, -0.25829118490219116, -0.5084735155105591, 0.3196500241756439, -0.0023144325241446495)",0,0,1,0.5,5.0,5.0,1,0,0.6245019920318727
306,8710,"Bulnes, Mercedes","Delgado, Viviana",1.702239789196311,Región del Maule (11),Región Metropolitana de Santiago (47),Ind-CS,Ind-PL,Mercedes Bulnes Nunez,Viviana Delgado Riquelme,izquierda,centro_izquierda,mercedes bulnes,viviana delgado,positive,,3.0,"(-0.8003215193748474, 0.5451787114143372, -0.22086861729621887, -0.19400814175605774, 0.06282582879066467, -0.055513326078653336, -0.10282846540212631, -0.3821774423122406, -0.09023116528987885, 0.22719916701316833, -0.0033179563470184803, 0.010685733519494534)","(-0.5529818534851074, 0.1762314885854721, 0.06570392847061157, -0.029881691560149193, 0.35368841886520386, -0.3247251510620117, 0.4539754390716553, -0.18288759887218475, -0.2759101390838623, -0.49618151783943176, 0.21834242343902588, 0.46858084201812744)",0,0,0,1.5,0.0,5.0,0,0,0.6245019920318727
307,8715,"Mellado, Miguel","Schubert, Stephan",1.7035573122529644,Región de la Araucanía (11),Región de la Araucanía (11),RN,Ind-PLR,Miguel Mellado Suazo,Stephan Schubert Rubio,centro_derecha,derecha,miguel mellado,stephan schubert,neutral,,2.0,"(0.5149169564247131, -0.565479040145874, 0.319757342338562, 0.31109920144081116, 0.7973689436912537, -0.13707542419433594, -0.289449542760849, 0.18408244848251343, 0.32601630687713623, 0.45294612646102905, 0.2824724614620209, -0.11920913308858871)","(0.5203849077224731, 0.43367019295692444, 0.5052906274795532, 0.3025611340999603, 0.7085490226745605, -0.35969340801239014, -0.3471592366695404, -0.11530731618404388, 0.42318588495254517, 0.5087787508964539, 0.45105665922164917, -0.2575726807117462)",0,0,1,0.5,3.0,3.0,1,0,0.6254980079681276
308,8737,"Araya, Jaime","Arce, Monica",1.704874835309618,Región de Antofagasta (5),Región Metropolitana de Santiago (47),Ind-PPD,PH,Jaime Araya Guerrero,Monica Arce Castro,centro_izquierda,izquierda,jaime araya,mónica arce,positive,,3.0,"(-0.6611199378967285, 0.725109875202179, -0.12981659173965454, -0.33550170063972473, -0.24248777329921722, -0.0901297852396965, -0.23064914345741272, 0.1783013641834259, -0.19769494235515594, 0.18053986132144928, -0.228913813829422, -0.17082816362380981)","(-0.6711486577987671, 0.6515465378761292, -0.2855519950389862, -0.0305193904787302, -0.04632088169455528, -0.10188165307044983, -0.24670833349227905, -0.247947096824646, 0.10690256953239441, 0.11179717630147934, -0.08023709058761597, -0.2044215202331543)",0,0,0,1.5,0.0,0.0,1,0,0.6264940239043827
309,8742,"Ahumada, Yovana","Sulantay, Marco Antonio",1.704874835309618,Región de Antofagasta (5),Región de Coquimbo (7),Ind-PDG,UDI,Yovana Ahumada Palma,Marco Sulantay Olivares,populista,centro_derecha,yovana ahumada,marco antonio sulantay,negative,,0.5,"(0.10831893235445023, 0.17138797044754028, 0.33798685669898987, -0.6873608231544495, -0.5425721406936646, -0.4742567837238312, -0.09385029971599579, 0.9187008738517761, 0.026289768517017365, 0.33570218086242676, 0.11628353595733643, 0.08364218473434448)","(0.00945220235735178, 0.6152006983757019, 0.3709942698478699, -0.7380215525627136, -0.7347151637077332, 0.01692277193069458, -0.24501873552799225, 0.7420357465744019, 0.017675191164016724, 0.24655334651470184, 0.03313702344894409, -0.04212269186973572)",0,0,0,-1.0,5.0,7.0,0,0,0.6264940239043827
310,8750,"Arce, Monica","Yeomans, Gael",1.704874835309618,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,CS,Monica Arce Castro,Gael Yeomans Araya,izquierda,izquierda,mónica arce,gael yeomans,negative,,0.5,"(-0.6711486577987671, 0.6515465378761292, -0.2855519950389862, -0.0305193904787302, -0.04632088169455528, -0.10188165307044983, -0.24670833349227905, -0.247947096824646, 0.10690256953239441, 0.11179717630147934, -0.08023709058761597, -0.2044215202331543)","(-0.37476232647895813, -0.3489024341106415, 0.3404775559902191, 0.38837772607803345, 0.29868462681770325, 0.10271790623664856, -0.10603956878185272, -0.050362728536129, -0.16038575768470764, 0.2788885533809662, -0.09136515110731125, 0.303766131401062)",0,1,1,-1.0,0.0,1.0,0,0,0.6264940239043827
311,8766,"Rathgeb, Jorge","Schalper, Diego",1.7061923583662717,Región de la Araucanía (11),Región del Libertador General Bernardo O'Higgins (9),RN,RN,Jorge Rathgeb Schifferli,Diego Schalper Sepulveda,centro_derecha,centro_derecha,jorge rathgeb,diego schalper,positive,,3.0,"(0.6640811562538147, -0.3797134757041931, -0.09222756326198578, 0.023340024054050446, 1.0647426843643188, 0.1836443841457367, -0.05533101037144661, 0.014889989048242569, 0.19879978895187378, 0.650799572467804, 0.19766965508460999, -0.48658785223960876)","(0.5000088214874268, -0.012865266762673855, 0.09449426084756851, 0.13503797352313995, 0.8302730917930603, 0.06918229907751083, -0.04271029308438301, 0.020726988092064857, -0.43890637159347534, 0.23074309527873993, -0.03886774554848671, -0.4402972459793091)",1,1,0,1.5,3.0,3.0,1,0,0.6274900398406379
312,8769,"Ahumada, Yovana","Arroyo, Roberto",1.7075098814229248,Región de Antofagasta (5),Región del Biobío (13),Ind-PDG,PSC,Yovana Ahumada Palma,Roberto Arroyo Munoz,populista,derecha,yovana ahumada,roberto arroyo,positive,,3.0,"(0.10831893235445023, 0.17138797044754028, 0.33798685669898987, -0.6873608231544495, -0.5425721406936646, -0.4742567837238312, -0.09385029971599579, 0.9187008738517761, 0.026289768517017365, 0.33570218086242676, 0.11628353595733643, 0.08364218473434448)","(0.3453408181667328, 0.3130670487880707, 0.5472157001495361, -0.6758420467376709, -0.5688937902450562, 0.570095419883728, -0.16140422224998474, 0.33255383372306824, 0.2361176759004593, -0.14032743871212006, 0.039871834218502045, 0.03192513808608055)",0,0,0,1.5,5.0,1.0,0,0,0.6284860557768925
313,8770,"Ahumada, Yovana","Arroyo, Roberto",1.7075098814229248,Región de Antofagasta (5),Región del Biobío (13),Ind-PDG,PSC,Yovana Ahumada Palma,Roberto Arroyo Munoz,populista,derecha,yovana ahumada,roberto arroyo,negative,,0.5,"(0.10831893235445023, 0.17138797044754028, 0.33798685669898987, -0.6873608231544495, -0.5425721406936646, -0.4742567837238312, -0.09385029971599579, 0.9187008738517761, 0.026289768517017365, 0.33570218086242676, 0.11628353595733643, 0.08364218473434448)","(0.3453408181667328, 0.3130670487880707, 0.5472157001495361, -0.6758420467376709, -0.5688937902450562, 0.570095419883728, -0.16140422224998474, 0.33255383372306824, 0.2361176759004593, -0.14032743871212006, 0.039871834218502045, 0.03192513808608055)",0,0,0,-1.0,5.0,1.0,0,0,0.6284860557768925
314,8783,"Acevedo, Maria Candelaria","Bianchi, Carlos",1.7075098814229248,Región del Biobío (13),Región de Magallanes y la Antártica Chilena (3),PCCh,Ind-PPD,Maria Candelaria Acevedo Saez,Carlos Bianchi Chelech,izquierda,centro_izquierda,candelaria acevedo,carlos bianchi,positive,,3.0,"(-0.1772923320531845, 0.8124851584434509, -0.391501784324646, 0.02649626135826111, -0.27370935678482056, -0.0935874655842781, 0.07151135057210922, -0.4815962612628937, 0.11742003262042999, 0.0648474171757698, -0.2737222909927368, -0.219064861536026)","(-0.539204478263855, 0.7561084032058716, -0.21996283531188965, -0.05904003977775574, -0.06640028953552246, -0.13779273629188538, 0.051126427948474884, 0.07020506262779236, -0.26932060718536377, 0.14203985035419464, -0.26353713870048523, -0.06343914568424225)",0,0,0,1.5,0.0,0.0,1,0,0.6284860557768925
315,8804,"Mirosevic, Vlado","Yeomans, Gael",1.710144927536232,Región de Arica y Parinacota (3),Región Metropolitana de Santiago (47),PL,CS,Vlado Mirosevic Verdugo,Gael Yeomans Araya,centro_izquierda,izquierda,vlado mirosevic,gael yeomans,positive,,3.0,"(-0.25746551156044006, -0.4267946183681488, -0.03146525099873543, -0.09820473939180374, -0.22027204930782318, 0.09114105254411697, 0.07648873329162598, 0.4424510598182678, 0.11729744076728821, 0.11573886126279831, 0.14391569793224335, 0.0741022378206253)","(-0.37476232647895813, -0.3489024341106415, 0.3404775559902191, 0.38837772607803345, 0.29868462681770325, 0.10271790623664856, -0.10603956878185272, -0.050362728536129, -0.16038575768470764, 0.2788885533809662, -0.09136515110731125, 0.303766131401062)",0,0,0,1.5,1.0,1.0,1,0,0.6304780876494026
316,8828,"Aedo, Eric","Barria, Hector",1.7127799736495388,Región del Biobío (13),Región de Los Lagos (9),PDC,PDC,Eric Aedo Jeldres,Hector Barria Angulo,centro_izquierda,centro_izquierda,eric aedo,héctor barría,positive,,3.0,"(-0.7189815044403076, -0.48661911487579346, 0.5638695359230042, 0.8857209086418152, -0.5818285942077637, 0.15710929036140442, -0.07652252912521362, -0.02462700940668583, 0.04360236972570419, 0.029345685616135597, 0.054334741085767746, -0.14145419001579285)","(-0.7871651649475098, -0.4895663857460022, 0.5954545140266418, 1.057013750076294, -0.6550559401512146, 0.08413714915513992, -0.21619567275047302, -0.19630591571331024, -0.002792139770463109, -0.020103976130485535, 0.24485497176647186, -0.12418466806411743)",1,1,0,1.5,1.0,1.0,1,0,0.6324701195219126
317,8833,"Gonzalez, Marta","Ulloa, Hector",1.7127799736495388,Región del Libertador General Bernardo O'Higgins (9),Región de Los Lagos (9),Ind-PPD,Ind-PPD,Marta Gonzalez Olea,Hector Ulloa Aguilera,centro_izquierda,centro_izquierda,marta gonzález,héctor ulloa,positive,,3.0,"(-0.2087164968252182, 1.0471611022949219, 0.009373386390507221, 0.3478486239910126, 0.19299530982971191, -0.6308952569961548, -0.234793558716774, 0.6968128681182861, -0.7663347721099854, -0.1298014372587204, -0.17701010406017303, 0.41713717579841614)","(-0.3473736047744751, 0.9333764314651489, -0.29170557856559753, 0.11685660481452942, 0.22128987312316895, -0.1374788135290146, -0.44216302037239075, 0.7861150503158569, -0.9450979232788086, -0.05972325801849365, -0.5705181360244751, 0.028671765699982643)",1,1,0,1.5,0.0,0.0,1,0,0.6324701195219126
318,8890,"Concha, Sara","Kaiser, Johannes",1.7180500658761528,Región de Ńuble (5),Región Metropolitana de Santiago (47),PSC,PLR,Sara Concha Smith,Johannes Kaiser Barents-Von Hohenhagen,derecha,derecha,sara concha,johannes kaiser,negative,,0.5,"(1.064326286315918, 0.12686966359615326, 0.8047046661376953, -0.4179203510284424, -0.025913849472999573, -0.26679885387420654, -0.18210211396217346, -0.41904354095458984, 0.3037022650241852, -0.22133778035640717, -0.1816408932209015, -0.03263005614280701)","(0.09175875782966614, -0.7036693096160889, -0.12319058924913406, -0.13710972666740417, 0.11400880664587021, -0.5006994605064392, -0.06157030537724495, -0.014230264350771904, 0.6679415702819824, -0.6311754584312439, -0.45538759231567383, 0.09736055135726929)",0,1,0,-1.0,7.0,5.0,0,0,0.6364541832669325
319,8902,"Bulnes, Mercedes","Gazmuri, Ana Maria",1.7180500658761528,Región del Maule (11),Región Metropolitana de Santiago (47),Ind-CS,AH,Mercedes Bulnes Nunez,Ana Maria Gazmuri Vieira,izquierda,izquierda,mercedes bulnes,ana maría gazmuri,positive,,3.0,"(-0.8003215193748474, 0.5451787114143372, -0.22086861729621887, -0.19400814175605774, 0.06282582879066467, -0.055513326078653336, -0.10282846540212631, -0.3821774423122406, -0.09023116528987885, 0.22719916701316833, -0.0033179563470184803, 0.010685733519494534)","(-0.716140866279602, 0.7478823661804199, -0.41797012090682983, -0.12766222655773163, -0.054290007799863815, -0.24158935248851776, -0.15148043632507324, -0.20268481969833374, 0.07408037036657333, 0.12009747326374054, -0.0595979169011116, -0.36016932129859924)",0,1,0,1.5,0.0,0.0,1,0,0.6364541832669325
320,8913,"Hertz, Carmen","Palma, Hernan",1.7193675889328064,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Carmen Hertz Cadiz,Hernan Palma Perez,izquierda,izquierda,carmen hertz,hernán palma,positive,,3.0,"(-0.4476974308490753, 0.8539400100708008, -0.11642324179410934, 0.15861710906028748, 0.21785719692707062, -0.3534746766090393, -0.07554683834314346, 0.029872344806790352, 0.060220491141080856, 0.16848766803741455, 0.3126264810562134, 0.12398318946361542)","(-0.7787176966667175, 0.3485070466995239, 0.0009008130291476846, -0.1692797839641571, 0.2689313292503357, -0.2874952554702759, 0.44774195551872253, 0.005903191864490509, -0.024843020364642143, -0.31147998571395874, 0.33834195137023926, 0.23379574716091156)",0,1,1,1.5,0.0,5.0,0,0,0.6374501992031875
321,8917,"Musante, Camila","Riquelme, Marcela",1.7193675889328064,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),Ind-PPD,Ind-CS,Camila Musante Muller,Marcela Riquelme Aliaga,centro_izquierda,izquierda,camila musante,marcela riquelme,positive,,3.0,"(-0.6857814192771912, 0.21968106925487518, 0.24489349126815796, -0.32972532510757446, 0.4325248599052429, 0.39534664154052734, 0.6903130412101746, 0.5533280968666077, 0.38209882378578186, -0.13262233138084412, -0.15327133238315582, -0.06786856055259705)","(-0.41041290760040283, -0.04924550652503967, 0.022472137585282326, -0.3464765250682831, 0.30019184947013855, 0.03754614293575287, 0.11124641448259354, 0.11195366829633713, 0.024112602695822716, 0.3178427517414093, -0.13010179996490479, -0.4382248818874359)",0,0,0,1.5,1.0,1.0,1,0,0.6374501992031875
322,8927,"Castro, Jose Miguel","Schalper, Diego",1.7193675889328064,Región de Antofagasta (5),Región del Libertador General Bernardo O'Higgins (9),RN,RN,Jose Miguel Castro Bascunan,Diego Schalper Sepulveda,centro_derecha,centro_derecha,jose miguel castro,diego schalper,positive,,3.0,"(0.5827462077140808, -0.21745827794075012, -0.27274349331855774, 0.14734037220478058, 0.9427334070205688, 0.5755537748336792, 0.28362593054771423, -0.17538483440876007, 0.23720785975456238, 0.10118841379880905, 0.2312106490135193, -0.3811236023902893)","(0.5000088214874268, -0.012865266762673855, 0.09449426084756851, 0.13503797352313995, 0.8302730917930603, 0.06918229907751083, -0.04271029308438301, 0.020726988092064857, -0.43890637159347534, 0.23074309527873993, -0.03886774554848671, -0.4402972459793091)",1,1,0,1.5,3.0,3.0,1,0,0.6374501992031875
323,8932,"Musante, Camila","Palma, Hernan",1.7206851119894595,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-PPD,PH,Camila Musante Muller,Hernan Palma Perez,centro_izquierda,izquierda,camila musante,hernán palma,positive,,3.0,"(-0.6857814192771912, 0.21968106925487518, 0.24489349126815796, -0.32972532510757446, 0.4325248599052429, 0.39534664154052734, 0.6903130412101746, 0.5533280968666077, 0.38209882378578186, -0.13262233138084412, -0.15327133238315582, -0.06786856055259705)","(-0.7787176966667175, 0.3485070466995239, 0.0009008130291476846, -0.1692797839641571, 0.2689313292503357, -0.2874952554702759, 0.44774195551872253, 0.005903191864490509, -0.024843020364642143, -0.31147998571395874, 0.33834195137023926, 0.23379574716091156)",0,0,1,1.5,1.0,5.0,0,0,0.6384462151394422
324,8945,"Marzan, Carolina","Santana, Juan",1.7206851119894595,Región de Valparaíso (16),Región de Atacama (5),PPD,PS,Carolina Marzan Pinto,Juan Santana Castillo,centro_izquierda,centro_izquierda,carolina marzán,juan santana,positive,,3.0,"(0.061479534953832626, 0.8556147813796997, 0.41878432035446167, 0.025666411966085434, -0.031217046082019806, -0.7682187557220459, 0.029339181259274483, 0.6663599610328674, -0.41256678104400635, -0.0421147421002388, -0.08214940875768661, 0.567730188369751)","(0.15372662246227264, 0.43683552742004395, 0.2384856939315796, 0.36570408940315247, 0.3477714955806732, -0.48645439743995667, 0.4878879487514496, -0.05287081375718117, -0.3408981263637543, -0.5004726052284241, -0.24407386779785156, 0.38732224702835083)",0,1,0,1.5,4.0,4.0,1,0,0.6384462151394422
325,8960,"Araya, Jaime","Bello, Maria Francisca",1.7220026350461133,Región de Antofagasta (5),Región de Valparaíso (16),Ind-PPD,CS,Jaime Araya Guerrero,Maria Francisca Bello Campos,centro_izquierda,izquierda,jaime araya,francisca bello,positive,,3.0,"(-0.6611199378967285, 0.725109875202179, -0.12981659173965454, -0.33550170063972473, -0.24248777329921722, -0.0901297852396965, -0.23064914345741272, 0.1783013641834259, -0.19769494235515594, 0.18053986132144928, -0.228913813829422, -0.17082816362380981)","(-0.6930207014083862, 0.5836769342422485, -0.42319488525390625, -0.1550309956073761, -0.0979531928896904, -0.18896746635437012, -0.15916118025779724, -0.31589776277542114, 0.06538401544094086, 0.26320335268974304, -0.08222538977861404, -0.1728510558605194)",0,0,0,1.5,0.0,0.0,1,0,0.6394422310756974
326,8968,"Bianchi, Carlos","Morales, Javiera",1.7220026350461133,Región de Magallanes y la Antártica Chilena (3),Región de Magallanes y la Antártica Chilena (3),Ind-PPD,CS,Carlos Bianchi Chelech,Javiera Morales Alvarado,centro_izquierda,izquierda,carlos bianchi,javiera morales,positive,,3.0,"(-0.539204478263855, 0.7561084032058716, -0.21996283531188965, -0.05904003977775574, -0.06640028953552246, -0.13779273629188538, 0.051126427948474884, 0.07020506262779236, -0.26932060718536377, 0.14203985035419464, -0.26353713870048523, -0.06343914568424225)","(0.06960955262184143, -0.10713828355073929, -0.2262660562992096, -0.12552326917648315, -0.012485487386584282, -0.21447904407978058, 0.783318281173706, -0.3399776816368103, -0.49533000588417053, 0.6580662131309509, -0.5619789361953735, -0.25006839632987976)",0,0,1,1.5,0.0,1.0,0,0,0.6394422310756974
327,8983,"Cariola, Karol","Winter, Gonzalo",1.7233201581027668,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,CS,Karol Cariola Oliva,Gonzalo Winter Etcheberry,izquierda,izquierda,karol cariola,gonzalo winter,positive,,3.0,"(-0.2627030611038208, 0.013633803464472294, -0.5015953779220581, -0.35528114438056946, -0.06337299197912216, -0.09727116674184799, -0.2532879710197449, -0.3320744037628174, -0.1651214063167572, -0.3984580934047699, 0.18195651471614838, -0.14150302112102509)","(-0.3300555646419525, -0.47246187925338745, -0.04051411896944046, 0.4950537085533142, 0.05116228759288788, 0.33489543199539185, -0.4406455159187317, -0.034857116639614105, -0.2675701379776001, 0.036666177213191986, 0.051199350506067276, 0.2663924992084503)",0,1,1,1.5,0.0,1.0,0,0,0.6404382470119524
328,8984,"Cariola, Karol","Winter, Gonzalo",1.7233201581027668,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,CS,Karol Cariola Oliva,Gonzalo Winter Etcheberry,izquierda,izquierda,karol cariola,gonzalo winter,neutral,,2.0,"(-0.2627030611038208, 0.013633803464472294, -0.5015953779220581, -0.35528114438056946, -0.06337299197912216, -0.09727116674184799, -0.2532879710197449, -0.3320744037628174, -0.1651214063167572, -0.3984580934047699, 0.18195651471614838, -0.14150302112102509)","(-0.3300555646419525, -0.47246187925338745, -0.04051411896944046, 0.4950537085533142, 0.05116228759288788, 0.33489543199539185, -0.4406455159187317, -0.034857116639614105, -0.2675701379776001, 0.036666177213191986, 0.051199350506067276, 0.2663924992084503)",0,1,1,0.5,0.0,1.0,0,0,0.6404382470119524
329,8989,"Bianchi, Carlos","Castillo, Nathalie",1.7233201581027668,Región de Magallanes y la Antártica Chilena (3),Región de Coquimbo (7),Ind-PPD,PCCh,Carlos Bianchi Chelech,Nathalie Castillo Rojas,centro_izquierda,izquierda,carlos bianchi,nathalie castillo,positive,,3.0,"(-0.539204478263855, 0.7561084032058716, -0.21996283531188965, -0.05904003977775574, -0.06640028953552246, -0.13779273629188538, 0.051126427948474884, 0.07020506262779236, -0.26932060718536377, 0.14203985035419464, -0.26353713870048523, -0.06343914568424225)","(-0.8092057704925537, 0.7760384678840637, -0.3340529501438141, -0.11934711039066315, -0.13445216417312622, -0.14021965861320496, -0.15740054845809937, -0.09640427678823471, 0.28907132148742676, 0.029042266309261322, -0.2405732423067093, -0.3294845223426819)",0,0,0,1.5,0.0,0.0,1,0,0.6404382470119524
330,9003,"Barrera, Boris","Mirosevic, Vlado",1.7246376811594204,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),PCCh,PL,Boris Barrera Moreno,Vlado Mirosevic Verdugo,izquierda,centro_izquierda,boris barrera,vlado mirosevic,positive,,3.0,"(-0.36016225814819336, -0.770313560962677, 0.6618358492851257, 0.6424314379692078, -0.031686484813690186, 0.23307883739471436, -0.16970829665660858, 0.07655411213636398, 0.1556519716978073, 0.09132478386163712, -0.02301299199461937, 0.48244404792785645)","(-0.25746551156044006, -0.4267946183681488, -0.03146525099873543, -0.09820473939180374, -0.22027204930782318, 0.09114105254411697, 0.07648873329162598, 0.4424510598182678, 0.11729744076728821, 0.11573886126279831, 0.14391569793224335, 0.0741022378206253)",0,0,0,1.5,1.0,1.0,1,0,0.6414342629482075
331,9046,"Bianchi, Carlos","Yeomans, Gael",1.7272727272727273,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-PPD,CS,Carlos Bianchi Chelech,Gael Yeomans Araya,centro_izquierda,izquierda,carlos bianchi,gael yeomans,positive,,3.0,"(-0.539204478263855, 0.7561084032058716, -0.21996283531188965, -0.05904003977775574, -0.06640028953552246, -0.13779273629188538, 0.051126427948474884, 0.07020506262779236, -0.26932060718536377, 0.14203985035419464, -0.26353713870048523, -0.06343914568424225)","(-0.37476232647895813, -0.3489024341106415, 0.3404775559902191, 0.38837772607803345, 0.29868462681770325, 0.10271790623664856, -0.10603956878185272, -0.050362728536129, -0.16038575768470764, 0.2788885533809662, -0.09136515110731125, 0.303766131401062)",0,0,0,1.5,0.0,1.0,0,0,0.6434262948207173
332,9058,"Bianchi, Carlos","Cuello, Luis Alberto",1.7285902503293809,Región de Magallanes y la Antártica Chilena (3),Región de Valparaíso (16),Ind-PPD,PCCh,Carlos Bianchi Chelech,Luis Cuello Pena y Lillo,centro_izquierda,izquierda,carlos bianchi,luis cuello,positive,,3.0,"(-0.539204478263855, 0.7561084032058716, -0.21996283531188965, -0.05904003977775574, -0.06640028953552246, -0.13779273629188538, 0.051126427948474884, 0.07020506262779236, -0.26932060718536377, 0.14203985035419464, -0.26353713870048523, -0.06343914568424225)","(-0.6006969213485718, 0.6191859841346741, -0.24500775337219238, -0.024306442588567734, 0.26989275217056274, 0.014180215075612068, 0.10820265114307404, -0.13371019065380096, 0.009708849713206291, -0.1963072568178177, -0.2602418065071106, -0.3198695480823517)",0,0,0,1.5,0.0,0.0,1,0,0.6444223107569724
333,9088,"Bobadilla, Sergio","Fuenzalida, Juan",1.7299077733860342,Región del Biobío (13),Región de Coquimbo (7),UDI,UDI,Sergio Bobadilla Munoz,Juan Manuel Fuenzalida Cobo,centro_derecha,centro_derecha,sergio bobadilla,juan manuel fuenzalida,positive,,3.0,"(0.8366066813468933, 0.12245629727840424, -0.9530709981918335, 0.45356234908103943, -0.504688024520874, 0.4875708818435669, 0.05731780827045441, -0.009998638182878494, 0.05225972458720207, -0.27970007061958313, 0.13020622730255127, 0.17982208728790283)","(0.9474939107894897, 0.07065291702747345, -1.0484919548034668, 0.561168909072876, -0.5549567341804504, 0.5483087301254272, 0.13797178864479065, 0.022628234699368477, 0.15555614233016968, -0.4488685727119446, 0.320148229598999, 0.16761815547943115)",1,1,0,1.5,1.0,6.0,0,0,0.6454183266932273
334,9089,"Bobadilla, Sergio","Fuenzalida, Juan",1.7299077733860342,Región del Biobío (13),Región de Coquimbo (7),UDI,UDI,Sergio Bobadilla Munoz,Juan Manuel Fuenzalida Cobo,centro_derecha,centro_derecha,sergio bobadilla,juan manuel fuenzalida,neutral,,2.0,"(0.8366066813468933, 0.12245629727840424, -0.9530709981918335, 0.45356234908103943, -0.504688024520874, 0.4875708818435669, 0.05731780827045441, -0.009998638182878494, 0.05225972458720207, -0.27970007061958313, 0.13020622730255127, 0.17982208728790283)","(0.9474939107894897, 0.07065291702747345, -1.0484919548034668, 0.561168909072876, -0.5549567341804504, 0.5483087301254272, 0.13797178864479065, 0.022628234699368477, 0.15555614233016968, -0.4488685727119446, 0.320148229598999, 0.16761815547943115)",1,1,0,0.5,1.0,6.0,0,0,0.6454183266932273
335,9127,"Duran, Jorge","Lee, Enrique",1.7325428194993413,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),RN,Ind-PRI,Jorge Duran Espinoza,Enrique Lee Flores,centro_derecha,centro_derecha,jorge durán,enrique lee,positive,,3.0,"(0.07963766902685165, -0.8112054467201233, -0.3184526562690735, -0.5914938449859619, -0.29111871123313904, -0.6645867228507996, 0.5872334241867065, 0.02745874784886837, -0.2347143292427063, 0.42091497778892517, 0.5580087900161743, 0.2441413402557373)","(0.09738237410783768, -0.7875056266784668, -0.07931359857320786, -0.4892672300338745, -0.2430580109357834, -0.8374155163764954, 0.2524181008338928, 0.7368483543395996, -0.03160042688250542, 0.02200891263782978, 0.5499706268310547, 0.11974494159221649)",0,1,0,1.5,5.0,5.0,1,0,0.6474103585657373
336,9143,"Gonzalez, Mauro","Schubert, Stephan",1.7338603425559946,Región de Los Lagos (9),Región de la Araucanía (11),RN,Ind-PLR,Mauro Gonzalez Villarroel,Stephan Schubert Rubio,centro_derecha,derecha,mauro gonzález,stephan schubert,positive,,3.0,"(1.2403277158737183, 0.4335155487060547, 0.8909747004508972, -0.12884484231472015, 0.039801400154829025, -0.2241455614566803, -0.18685680627822876, -0.34664738178253174, 0.11149007081985474, 0.15529745817184448, 0.1285264790058136, -0.08248741924762726)","(0.5203849077224731, 0.43367019295692444, 0.5052906274795532, 0.3025611340999603, 0.7085490226745605, -0.35969340801239014, -0.3471592366695404, -0.11530731618404388, 0.42318588495254517, 0.5087787508964539, 0.45105665922164917, -0.2575726807117462)",0,0,0,1.5,7.0,3.0,0,0,0.6484063745019921
